name,created_time,modified_time,process_path,records
TCUBEDUMMY64.EXE-CB6BB3D8.pf,2022-12-16 오후 6:50:50,2022-12-17 오전 12:08:09,C:\Windows\Teruten\TCube\TCUBEDUMMY64.EXE,"[{'name': 'TCUBEDUMMY64.EXE', 'file_path': 'C:\\Windows\\Teruten\\TCube\\TCUBEDUMMY64.EXE'}, {'name': 'TCUBEOBSERVER64.EXE', 'file_path': 'C:\\Windows\\Teruten\\TCube\\TCUBEOBSERVER64.EXE'}]"
TCUBEOBSERVER64.EXE-98C7E96C.pf,2022-09-12 오후 9:00:27,2022-12-16 오후 8:48:39,C:\Windows\Teruten\TCube\TCUBEOBSERVER64.EXE,"[{'name': 'TCUBEOBSERVER64.EXE', 'file_path': 'C:\\Windows\\Teruten\\TCube\\TCUBEOBSERVER64.EXE'}]"
TEAMS.EXE-2863554E.pf,2022-04-11 오후 8:16:37,2022-12-17 오후 1:23:09,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,"[{'name': 'EXPLORER.EXE', 'file_path': 'C:\\Windows\\explorer.exe'}, {'name': 'INDEX.TXT', 'file_path': 'C:\\Users\\User\\AppData\\Roaming\\MICROSOFT\\Teams\\SERVICE WORKER\\CACHESTORAGE\\2B5C392D2730C0910FD56433CC5E73E510D0F2B4\\index.txt'}, {'name': 'INSTALLTIME.TXT', 'file_path': 'C:\\Users\\User\\AppData\\Roaming\\MICROSOFT\\Teams\\INSTALLTIME.TXT'}, {'name': 'LOGS.TXT', 'file_path': 'C:\\Users\\User\\AppData\\Roaming\\MICROSOFT\\Teams\\logs.txt'}, {'name': 'LYNC.EXE', 'file_path': 'C:\\PROGRAM FILES\\MICROSOFT OFFICE\\root\\Office16\\lync.exe'}, {'name': 'OLD_LOGS_20221206145446.TXT', 'file_path': 'C:\\USERS\\USER\\APPDATA\\ROAMING\\MICROSOFT\\TEAMS\\OLD_LOGS_20221206145446.TXT'}, {'name': 'TEAMS.EXE', 'file_path': 'C:\\Users\\User\\AppData\\Local\\MICROSOFT\\Teams\\current\\Teams.exe'}, {'name': 'UPDATE.EXE', 'file_path': 'C:\\Users\\User\\AppData\\Local\\MICROSOFT\\Teams\\Update.exe'}]"
TEAMS.EXE-2863554F.pf,2022-12-16 오후 6:25:40,2022-12-17 오후 1:29:24,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,"[{'name': 'TEAMS.EXE', 'file_path': 'C:\\Users\\User\\AppData\\Local\\MICROSOFT\\Teams\\current\\Teams.exe'}]"
TEAMS.EXE-28635550.pf,2022-12-16 오후 7:12:11,2022-12-17 오후 1:25:07,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,"[{'name': 'POWERSHELL.EXE', 'file_path': 'C:\\Windows\\System32\\WINDOWSPOWERSHELL\\v1.0\\POWERSHELL.EXE'}, {'name': 'POWERSHELL.EXE.MUI', 'file_path': 'C:\\PROGRAM FILES\\WINDOWSAPPS\\MICROSOFT.LANGUAGEEXPERIENCEPACKKO-KR_19041.54.173.0_NEUTRAL__8WEKYB3D8BBWE\\Windows\\System32\\WINDOWSPOWERSHELL\\v1.0\\ko-KR\\POWERSHELL.EXE.MUI'}, {'name': 'TEAMS.EXE', 'file_path': 'C:\\Users\\User\\AppData\\Local\\MICROSOFT\\Teams\\current\\Teams.exe'}]"
TEAMS.EXE-28635556.pf,2022-12-16 오후 6:41:29,2022-12-17 오후 1:23:26,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,"[{'name': 'TEAMS.EXE', 'file_path': 'C:\\Users\\User\\AppData\\Local\\MICROSOFT\\Teams\\current\\Teams.exe'}]"
TEAMS.EXE-475DC0AA.pf,2022-12-16 오후 7:12:26,2022-12-17 오후 1:23:26,C:\PROGRAM FILES (X86)\TEAMS INSTALLER\Teams.exe,"[{'name': 'TEAMS.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\TEAMS INSTALLER\\Teams.exe'}]"
TIWORKER.EXE-F5FC1E89.pf,2022-12-16 오후 6:31:37,2022-12-17 오후 1:22:31,C:\Windows\WinSxS\AMD64_MICROSOFT-WINDOWS-SERVICINGSTACK_31BF3856AD364E35_10.0.19041.2300_NONE_7E14EDBC7C88B7D5\TiWorker.exe,"[{'name': 'MOUSOCOREWORKER.EXE', 'file_path': 'C:\\Windows\\System32\\MOUSOCOREWORKER.EXE'}, {'name': 'TIWORKER.EXE', 'file_path': 'C:\\Windows\\WinSxS\\AMD64_MICROSOFT-WINDOWS-SERVICINGSTACK_31BF3856AD364E35_10.0.19041.2300_NONE_7E14EDBC7C88B7D5\\TiWorker.exe'}, {'name': 'USOCOREWORKER.EXE', 'file_path': 'C:\\Windows\\WinSxS\\AMD64_MICROSOFT-WINDOWS-U..TE-ORCHESTRATORCORE_31BF3856AD364E35_10.0.19041.2311_NONE_FB88C99B39B08C80\\USOCOREWORKER.EXE'}, {'name': 'WUAUCLT.EXE', 'file_path': 'C:\\Windows\\WinSxS\\AMD64_MICROSOFT-WINDOWS-W..WSUPDATECLIENT-CORE_31BF3856AD364E35_10.0.19041.2311_NONE_2398D2DE5ED6E99A\\wuauclt.exe'}]"
UNSECAPP.EXE-17DB8DCD.pf,2022-12-16 오후 7:11:46,2022-12-17 오후 1:23:28,C:\Windows\System32\wbem\unsecapp.exe,"[{'name': 'UNSECAPP.EXE', 'file_path': 'C:\\Windows\\System32\\wbem\\unsecapp.exe'}]"
USBDEVIEW.EXE-5602D0CD.pf,2022-12-16 오후 8:31:38,2022-12-16 오후 8:31:38,C:\USERS\USER\APPDATA\LOCAL\TEMP\TMPYZAUMONL\USBDEVIEW.EXE,"[{'name': 'USBDEVIEW.EXE', 'file_path': 'C:\\USERS\\USER\\APPDATA\\LOCAL\\TEMP\\TMPYZAUMONL\\USBDEVIEW.EXE'}]"
USERASSISTVIEW.EXE-44283DB4.pf,2022-12-16 오후 8:31:14,2022-12-16 오후 8:31:14,C:\USERS\USER\APPDATA\LOCAL\TEMP\TMPYZAUMONL\USERASSISTVIEW.EXE,"[{'name': 'USERASSISTVIEW.EXE', 'file_path': 'C:\\USERS\\USER\\APPDATA\\LOCAL\\TEMP\\TMPYZAUMONL\\USERASSISTVIEW.EXE'}]"
USEROOBEBROKER.EXE-8AD68219.pf,2022-12-16 오후 7:13:26,2022-12-17 오후 1:24:15,C:\Windows\System32\oobe\USEROOBEBROKER.EXE,"[{'name': 'USEROOBEBROKER.EXE', 'file_path': 'C:\\Windows\\System32\\oobe\\USEROOBEBROKER.EXE'}]"
USERPROFILESVIEW.EXE-1B708E35.pf,2022-12-16 오후 8:31:32,2022-12-16 오후 8:31:32,C:\USERS\USER\APPDATA\LOCAL\TEMP\TMPYZAUMONL\USERPROFILESVIEW.EXE,"[{'name': 'USERPROFILESVIEW.EXE', 'file_path': 'C:\\USERS\\USER\\APPDATA\\LOCAL\\TEMP\\TMPYZAUMONL\\USERPROFILESVIEW.EXE'}]"
USOCLIENT.EXE-2B7FBE65.pf,2022-12-17 오후 1:30:09,2022-12-17 오후 1:31:08,C:\Windows\System32\USOCLIENT.EXE,"[{'name': 'USOCLIENT.EXE', 'file_path': 'C:\\Windows\\System32\\USOCLIENT.EXE'}]"
V3L4CLI.EXE-238881A3.pf,2022-12-16 오후 6:32:27,2022-12-16 오후 11:21:04,C:\PROGRAM FILES\AhnLab\V3Lite40\v3l4cli.exe,"[{'name': 'CHROME.EXE', 'file_path': 'C:\\PROGRAM FILES\\Google\\Chrome\\APPLICATION\\chrome.exe'}, {'name': 'V3L4CLI.EXE', 'file_path': 'C:\\PROGRAM FILES\\AhnLab\\V3Lite40\\v3l4cli.exe'}, {'name': 'V3L4CLI.EXE.LOGS', 'file_path': 'C:\\PROGRAM FILES\\AhnLab\\V3Lite40\\log\\V3L4CLI.EXE.LOGS'}]"
V3L4SP.EXE-3CDA810A.pf,2022-12-16 오후 7:11:36,2022-12-16 오후 7:11:36,C:\PROGRAM FILES\AhnLab\V3Lite40\v3l4sp.exe,"[{'name': 'V3L4SP.EXE', 'file_path': 'C:\\PROGRAM FILES\\AhnLab\\V3Lite40\\v3l4sp.exe'}]"
V3LITE4.EXE-F3DCE185.pf,2021-10-07 오후 7:30:41,2022-12-17 오후 1:23:33,C:\PROGRAM FILES\AhnLab\V3Lite40\v3lite4.exe,"[{'name': 'V3LITE4.EXE', 'file_path': 'C:\\PROGRAM FILES\\AhnLab\\V3Lite40\\v3lite4.exe'}, {'name': 'V3LITE4EXP.EXE', 'file_path': 'C:\\PROGRAM FILES\\AhnLab\\V3Lite40\\V3LITE4EXP.EXE'}]"
V3LITE4EXP.EXE-C05BEFBE.pf,2022-12-12 오후 4:01:05,2022-12-16 오후 11:16:04,C:\PROGRAM FILES\AhnLab\V3Lite40\V3LITE4EXP.EXE,"[{'name': 'A2VY1IQM.TXT', 'file_path': 'C:\\Users\\User\\AppData\\Local\\MICROSOFT\\Windows\\INETCACHE\\IE\\N3JCAS78\\A2VY1IQM.txt'}, {'name': 'O5M5YE42.TXT', 'file_path': 'C:\\USERS\\USER\\APPDATA\\LOCAL\\MICROSOFT\\WINDOWS\\INETCACHE\\IE\\N3JCAS78\\O5M5YE42.TXT'}, {'name': 'POWERSHELL.EXE', 'file_path': 'C:\\Windows\\System32\\WINDOWSPOWERSHELL\\v1.0\\POWERSHELL.EXE'}, {'name': 'POWERSHELL.EXE.MUI', 'file_path': 'C:\\PROGRAM FILES\\WINDOWSAPPS\\MICROSOFT.LANGUAGEEXPERIENCEPACKKO-KR_19041.54.173.0_NEUTRAL__8WEKYB3D8BBWE\\Windows\\System32\\WINDOWSPOWERSHELL\\v1.0\\ko-KR\\POWERSHELL.EXE.MUI'}, {'name': 'V3LITE4EXP.EXE', 'file_path': 'C:\\PROGRAM FILES\\AhnLab\\V3Lite40\\V3LITE4EXP.EXE'}]"
V3TNOTI.EXE-E31E6841.pf,2022-12-16 오후 11:03:05,2022-12-16 오후 11:03:05,C:\PROGRAM FILES\AhnLab\V3Lite40\V3TNoti.exe,"[{'name': 'V3TNOTI.EXE', 'file_path': 'C:\\PROGRAM FILES\\AhnLab\\V3Lite40\\V3TNoti.exe'}]"
VMWARE-TRAY.EXE-731B4AC4.pf,2022-12-16 오후 7:12:32,2022-12-16 오후 7:12:32,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\VMWARE-TRAY.EXE,"[{'name': 'VMWARE-TRAY.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\VMware\\VMWARE WORKSTATION\\VMWARE-TRAY.EXE'}]"
VMWARE-VMX.EXE-CFDA3861.pf,2021-12-21 오후 1:39:00,2022-05-16 오후 2:05:10,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\x64\VMWARE-VMX.EXE,"[{'name': 'ISOIMAGES_MANIFEST.TXT', 'file_path': 'C:\\PROGRAM FILES (X86)\\VMware\\VMWARE WORKSTATION\\ISOIMAGES_MANIFEST.TXT'}, {'name': 'MANIFEST.TXT.10424.ISO.SHIPPED', 'file_path': 'C:\\USERS\\USER\\APPDATA\\LOCAL\\TEMP\\VMWARE-USER\\MANIFEST.TXT.10424.ISO.SHIPPED'}, {'name': 'MANIFEST.TXT.10644.ISO.SHIPPED', 'file_path': 'C:\\USERS\\USER\\APPDATA\\LOCAL\\TEMP\\VMWARE-USER\\MANIFEST.TXT.10644.ISO.SHIPPED'}, {'name': 'MANIFEST.TXT.10996.ISO.SHIPPED', 'file_path': 'C:\\USERS\\USER\\APPDATA\\LOCAL\\TEMP\\VMWARE-USER\\MANIFEST.TXT.10996.ISO.SHIPPED'}, {'name': 'MANIFEST.TXT.16344.ISO.SHIPPED', 'file_path': 'C:\\USERS\\USER\\APPDATA\\LOCAL\\TEMP\\VMWARE-USER\\MANIFEST.TXT.16344.ISO.SHIPPED'}, {'name': 'MANIFEST.TXT.16732.ISO.SHIPPED', 'file_path': 'C:\\USERS\\USER\\APPDATA\\LOCAL\\TEMP\\VMWARE-USER\\MANIFEST.TXT.16732.ISO.SHIPPED'}, {'name': 'MANIFEST.TXT.24676.ISO.SHIPPED', 'file_path': 'C:\\USERS\\USER\\APPDATA\\LOCAL\\TEMP\\VMWARE-USER\\MANIFEST.TXT.24676.ISO.SHIPPED'}, {'name': 'MANIFEST.TXT.4192.ISO.SHIPPED', 'file_path': 'C:\\USERS\\USER\\APPDATA\\LOCAL\\TEMP\\VMWARE-USER\\MANIFEST.TXT.4192.ISO.SHIPPED'}, {'name': 'MKSSANDBOX.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\VMware\\VMWARE WORKSTATION\\x64\\MKSSANDBOX.EXE'}, {'name': 'VMWARE-AUTHD.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\VMware\\VMWARE WORKSTATION\\VMWARE-AUTHD.EXE'}, {'name': 'VMWARE-VMX.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\VMware\\VMWARE WORKSTATION\\x64\\VMWARE-VMX.EXE'}]"
VMWARE.EXE-3277F4E3.pf,2021-10-07 오후 10:40:36,2022-12-11 오후 8:08:36,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\vmware.exe,"[{'name': 'EXPLORER.EXE', 'file_path': 'C:\\Windows\\explorer.exe'}, {'name': 'VMWARE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\VMware\\VMWARE WORKSTATION\\vmware.exe'}]"
VPWALLETDAEMON.EXE-9FAE9919.pf,2022-12-16 오후 6:50:51,2022-12-16 오후 11:02:06,C:\PROGRAM FILES (X86)\VP\VPWALLETSERVICE\VPWALLETDAEMON.EXE,"[{'name': 'CONHOST.EXE', 'file_path': 'C:\\Windows\\System32\\conhost.exe'}, {'name': 'VPWALLETDAEMON.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\VP\\VPWALLETSERVICE\\VPWALLETDAEMON.EXE'}]"
VSSVC.EXE-D44D9F00.pf,2022-12-16 오후 6:31:40,2022-12-16 오후 6:51:31,C:\Windows\System32\VSSVC.exe,"[{'name': 'VSSVC.EXE', 'file_path': 'C:\\Windows\\System32\\VSSVC.exe'}, {'name': 'VSSVC.EXE.MUI', 'file_path': 'C:\\PROGRAM FILES\\WINDOWSAPPS\\MICROSOFT.LANGUAGEEXPERIENCEPACKKO-KR_19041.54.173.0_NEUTRAL__8WEKYB3D8BBWE\\Windows\\System32\\ko-KR\\VSSVC.EXE.MUI'}]"
WAASMEDICAGENT.EXE-06C78DA0.pf,2022-12-17 오후 1:22:24,2022-12-17 오후 1:22:35,C:\Windows\System32\WAASMEDICAGENT.EXE,"[{'name': 'CONHOST.EXE', 'file_path': 'C:\\Windows\\System32\\conhost.exe'}, {'name': 'SVCHOST.EXE', 'file_path': 'C:\\Windows\\System32\\svchost.exe'}, {'name': 'WAASMEDICAGENT.EXE', 'file_path': 'C:\\Windows\\System32\\WAASMEDICAGENT.EXE'}]"
WEB32.EXE-15D9147F.pf,2021-10-09 오후 3:05:50,2022-12-15 오후 9:13:27,C:\PROGRAM FILES\Bandizip\data\web32.exe,"[{'name': 'MSEDGEWEBVIEW2.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\MICROSOFT\\EDGEWEBVIEW\\APPLICATION\\108.0.1462.46\\MSEDGEWEBVIEW2.EXE'}, {'name': 'WEB32.EXE', 'file_path': 'C:\\PROGRAM FILES\\Bandizip\\data\\web32.exe'}]"
WEBBROWSERBOOKMARKSVIEW.EXE-9C2C6DF5.pf,2022-12-16 오후 8:31:31,2022-12-16 오후 8:31:31,C:\USERS\USER\APPDATA\LOCAL\TEMP\TMPYZAUMONL\WEBBROWSERBOOKMARKSVIEW.EXE,"[{'name': 'WEBBROWSERBOOKMARKSVIEW.EXE', 'file_path': 'C:\\USERS\\USER\\APPDATA\\LOCAL\\TEMP\\TMPYZAUMONL\\WEBBROWSERBOOKMARKSVIEW.EXE'}]"
WEBBROWSERBOOKMARKSVIEW.EXE-AAB2AA82.pf,2022-11-28 오후 8:30:35,2022-11-28 오후 8:55:58,C:\USERS\USER\DESKTOP\TOOLS\WEBBROWSERBOOKMARKSVIEW\WEBBROWSERBOOKMARKSVIEW.EXE,"[{'name': 'WEBBROWSERBOOKMARKSVIEW.EXE', 'file_path': 'C:\\USERS\\USER\\DESKTOP\\TOOLS\\WEBBROWSERBOOKMARKSVIEW\\WEBBROWSERBOOKMARKSVIEW.EXE'}]"
WHOAMI.EXE-67558488.pf,2022-12-16 오후 8:29:26,2022-12-17 오후 1:31:48,C:\Windows\System32\whoami.exe,"[{'name': 'WHOAMI.EXE', 'file_path': 'C:\\Windows\\System32\\whoami.exe'}, {'name': 'WHOAMI.EXE.MUI', 'file_path': 'C:\\PROGRAM FILES\\WINDOWSAPPS\\MICROSOFT.LANGUAGEEXPERIENCEPACKKO-KR_19041.54.173.0_NEUTRAL__8WEKYB3D8BBWE\\Windows\\System32\\ko-KR\\WHOAMI.EXE.MUI'}]"
WIN32BRIDGE.SERVER.EXE-5279636E.pf,2022-12-16 오후 11:03:01,2022-12-17 오후 1:23:25,C:\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.549981C3F5F10_4.2204.13303.0_X64__8WEKYB3D8BBWE\WIN32BRIDGE.SERVER.EXE,"[{'name': 'WIN32BRIDGE.SERVER.EXE', 'file_path': 'C:\\PROGRAM FILES\\WINDOWSAPPS\\MICROSOFT.549981C3F5F10_4.2204.13303.0_X64__8WEKYB3D8BBWE\\WIN32BRIDGE.SERVER.EXE'}]"
WINLOGON.EXE-3C57A4A0.pf,2022-12-17 오후 1:22:15,2022-12-17 오후 1:22:15,C:\Windows\System32\winlogon.exe,"[{'name': 'DWM.EXE', 'file_path': 'C:\\Windows\\System32\\dwm.exe'}, {'name': 'FONTDRVHOST.EXE', 'file_path': 'C:\\Windows\\System32\\FONTDRVHOST.EXE'}, {'name': 'SMSS.EXE', 'file_path': 'C:\\Windows\\System32\\smss.exe'}, {'name': 'WINLOGON.EXE', 'file_path': 'C:\\Windows\\System32\\winlogon.exe'}, {'name': 'WINLOGON.EXE.MUI', 'file_path': 'C:\\PROGRAM FILES\\WINDOWSAPPS\\MICROSOFT.LANGUAGEEXPERIENCEPACKKO-KR_19041.54.173.0_NEUTRAL__8WEKYB3D8BBWE\\Windows\\System32\\ko-KR\\WINLOGON.EXE.MUI'}]"
WINPREFETCHVIEW.EXE-60013A31.pf,2022-12-16 오후 8:30:28,2022-12-16 오후 8:30:30,C:\USERS\USER\APPDATA\LOCAL\TEMP\TMPYZAUMONL\WINPREFETCHVIEW.EXE,"[{'name': 'ALCAPTUREEDITOR.EXE-FF4FAE21.PF', 'file_path': 'C:\\Windows\\prefetch\\ALCAPTUREEDITOR.EXE-FF4FAE21.PF'}, {'name': 'ALUPPRODUCT.EXE-D5EECC23.PF', 'file_path': 'C:\\Windows\\prefetch\\ALUPPRODUCT.EXE-D5EECC23.PF'}, {'name': 'ANYSIGN4PC.EXE-DC110340.PF', 'file_path': 'C:\\Windows\\prefetch\\ANYSIGN4PC.EXE-DC110340.PF'}, {'name': 'ARKVIEW.X64.EXE-98AF8017.PF', 'file_path': 'C:\\Windows\\prefetch\\ARKVIEW.X64.EXE-98AF8017.PF'}, {'name': 'ASDUP.EXE-A581F477.PF', 'file_path': 'C:\\Windows\\prefetch\\ASDUP.EXE-A581F477.PF'}, {'name': 'ASDWSC.EXE-41E408DF.PF', 'file_path': 'C:\\Windows\\prefetch\\ASDWSC.EXE-41E408DF.PF'}, {'name': 'AUTOUP.EXE-0DEB8EB5.PF', 'file_path': 'C:\\Windows\\prefetch\\AUTOUP.EXE-0DEB8EB5.PF'}, {'name': 'BANDIZIP.EXE-2D520967.PF', 'file_path': 'C:\\Windows\\prefetch\\BANDIZIP.EXE-2D520967.PF'}, {'name': 'WINPREFETCHVIEW.EXE', 'file_path': 'C:\\USERS\\USER\\APPDATA\\LOCAL\\TEMP\\TMPYZAUMONL\\WINPREFETCHVIEW.EXE'}]"
