name,created_time,modified_time,process_path,records
LEAGUE OF LEGENDS.EXE-62F5F923.pf,2021-10-08 오후 7:23:05,2022-12-07 오후 5:49:52,D:\RIOT GAMES\LEAGUE OF LEGENDS\Game\LEAGUE OF LEGENDS.EXE,"[{'name': 'LEAGUE OF LEGENDS.EXE', 'file_path': 'D:\\RIOT GAMES\\LEAGUE OF LEGENDS\\Game\\LEAGUE OF LEGENDS.EXE'}]"
LEAGUECLIENT.EXE-BD97D12D.pf,2022-02-09 오후 10:34:49,2022-12-07 오후 5:07:27,D:\RIOT GAMES\LEAGUE OF LEGENDS\LEAGUECLIENT.EXE,"[{'name': 'EXPLORER.EXE', 'file_path': 'C:\\Windows\\explorer.exe'}, {'name': 'LEAGUE OF LEGENDS.EXE', 'file_path': 'D:\\RIOT GAMES\\LEAGUE OF LEGENDS\\Game\\LEAGUE OF LEGENDS.EXE'}, {'name': 'LEAGUECLIENT.EXE', 'file_path': 'D:\\RIOT GAMES\\LEAGUE OF LEGENDS\\LEAGUECLIENT.EXE'}, {'name': 'LEAGUECLIENTUX.EXE', 'file_path': 'D:\\RIOT GAMES\\LEAGUE OF LEGENDS\\LEAGUECLIENTUX.EXE'}, {'name': 'RIOTCLIENTSERVICES.EXE', 'file_path': 'D:\\RIOT GAMES\\RIOT CLIENT\\RIOTCLIENTSERVICES.EXE'}]"
LEAGUECLIENTUX.EXE-111C4556.pf,2021-10-07 오후 9:04:04,2022-12-07 오후 5:07:27,D:\RIOT GAMES\LEAGUE OF LEGENDS\LEAGUECLIENTUX.EXE,"[{'name': 'LEAGUECLIENT.EXE', 'file_path': 'D:\\RIOT GAMES\\LEAGUE OF LEGENDS\\LEAGUECLIENT.EXE'}, {'name': 'LEAGUECLIENTUX.EXE', 'file_path': 'D:\\RIOT GAMES\\LEAGUE OF LEGENDS\\LEAGUECLIENTUX.EXE'}, {'name': 'LEAGUECLIENTUXRENDER.EXE', 'file_path': 'D:\\RIOT GAMES\\LEAGUE OF LEGENDS\\LEAGUECLIENTUXRENDER.EXE'}, {'name': 'RIOTCLIENTSERVICES.EXE', 'file_path': 'D:\\RIOT GAMES\\RIOT CLIENT\\RIOTCLIENTSERVICES.EXE'}]"
LEAGUECRASHHANDLER.EXE-C53B5DED.pf,2022-03-08 오전 10:41:56,2022-12-07 오후 5:07:34,D:\RIOT GAMES\LEAGUE OF LEGENDS\LEAGUECRASHHANDLER.EXE,"[{'name': 'LEAGUECRASHHANDLER.EXE', 'file_path': 'D:\\RIOT GAMES\\LEAGUE OF LEGENDS\\LEAGUECRASHHANDLER.EXE'}]"
LENOVO.MODERN.IMCONTROLLER.PL-01EA9F98.pf,2022-12-16 오후 7:14:26,2022-12-17 오후 1:27:49,C:\Windows\Lenovo\IMCONTROLLER\PLUGINHOST86\LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE,"[{'name': 'LENOVO.MODERN.IMCONTROLLER.EXE', 'file_path': 'C:\\Windows\\Lenovo\\IMCONTROLLER\\Service\\LENOVO.MODERN.IMCONTROLLER.EXE'}, {'name': 'LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE', 'file_path': 'C:\\Windows\\Lenovo\\IMCONTROLLER\\PLUGINHOST86\\LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE'}, {'name': 'LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE.LOG', 'file_path': 'C:\\Users\\User\\AppData\\Local\\MICROSOFT\\CLR_V4.0_32\\USAGELOGS\\LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE.LOG'}, {'name': 'LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE.LOG', 'file_path': 'C:\\Windows\\SysWOW64\\config\\SYSTEMPROFILE\\AppData\\Local\\MICROSOFT\\CLR_V4.0_32\\USAGELOGS\\LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE.LOG'}, {'name': 'LENOVOVANTAGESERVICE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGESERVICE.EXE'}]"
LENOVO.MODERN.IMCONTROLLER.PL-0E0E93F3.pf,2022-12-17 오후 1:25:51,2022-12-17 오후 1:25:51,C:\Windows\Lenovo\IMCONTROLLER\PLUGINHOST\LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.COMPANIONAPP.EXE,"[{'name': 'LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.COMPANIONAPP.EXE', 'file_path': 'C:\\Windows\\Lenovo\\IMCONTROLLER\\PLUGINHOST\\LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.COMPANIONAPP.EXE'}, {'name': 'LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.COMPANIONAPP.EXE.LOG', 'file_path': 'C:\\Users\\User\\AppData\\Local\\MICROSOFT\\CLR_v4.0\\USAGELOGS\\LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.COMPANIONAPP.EXE.LOG'}]"
LENOVO.MODERN.IMCONTROLLER.PL-BD87AA92.pf,2022-12-16 오후 7:14:26,2022-12-16 오후 11:05:01,C:\Windows\Lenovo\IMCONTROLLER\PLUGINHOST\LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.APPDOMAIN.DLL,"[{'name': 'ICACLS.EXE', 'file_path': 'C:\\Windows\\System32\\icacls.exe'}, {'name': 'ICACLS.EXE.MUI', 'file_path': 'C:\\PROGRAM FILES\\WINDOWSAPPS\\MICROSOFT.LANGUAGEEXPERIENCEPACKKO-KR_19041.54.173.0_NEUTRAL__8WEKYB3D8BBWE\\Windows\\System32\\ko-KR\\ICACLS.EXE.MUI'}, {'name': 'LENOVO.MODERN.IMCONTROLLER.EXE', 'file_path': 'C:\\Windows\\Lenovo\\IMCONTROLLER\\Service\\LENOVO.MODERN.IMCONTROLLER.EXE'}, {'name': 'LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE', 'file_path': 'C:\\Windows\\Lenovo\\IMCONTROLLER\\PLUGINHOST\\LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE'}, {'name': 'LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE.LOG', 'file_path': 'C:\\Windows\\System32\\config\\SYSTEMPROFILE\\AppData\\Local\\MICROSOFT\\CLR_v4.0\\USAGELOGS\\LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE.LOG'}]"
LENOVOVANTAGE-(DEVICESETTINGS-1114779B.pf,2022-12-16 오후 7:16:20,2022-12-17 오후 1:27:30,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(DEVICESETTINGSSYSTEMADDIN).EXE,"[{'name': 'LENOVOVANTAGE-(DEVICESETTINGSSYSTEMADDIN).EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(DEVICESETTINGSSYSTEMADDIN).EXE'}, {'name': 'LENOVOVANTAGE-(DEVICESETTINGSSYSTEMADDIN).EXE.CONFIG', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(DEVICESETTINGSSYSTEMADDIN).EXE.CONFIG'}, {'name': 'LENOVOVANTAGESERVICE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGESERVICE.EXE'}]"
LENOVOVANTAGE-(DEVICESETTINGS-AD4D9072.pf,2022-12-16 오후 7:16:19,2022-12-17 오후 1:27:29,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(DEVICESETTINGSHEARTBEATADDIN).EXE,"[{'name': 'LENOVOVANTAGE-(DEVICESETTINGSHEARTBEATADDIN).EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(DEVICESETTINGSHEARTBEATADDIN).EXE'}, {'name': 'LENOVOVANTAGE-(DEVICESETTINGSHEARTBEATADDIN).EXE.CONFIG', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(DEVICESETTINGSHEARTBEATADDIN).EXE.CONFIG'}, {'name': 'LENOVOVANTAGESERVICE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGESERVICE.EXE'}]"
LENOVOVANTAGE-(GENERICMESSAGI-D752A524.pf,2022-12-16 오후 8:04:30,2022-12-16 오후 8:04:30,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(GENERICMESSAGINGADDIN).EXE,"[{'name': 'LENOVOVANTAGE-(GENERICMESSAGINGADDIN).EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(GENERICMESSAGINGADDIN).EXE'}, {'name': 'LENOVOVANTAGE-(GENERICMESSAGINGADDIN).EXE.CONFIG', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(GENERICMESSAGINGADDIN).EXE.CONFIG'}, {'name': 'LENOVOVANTAGESERVICE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGESERVICE.EXE'}]"
LENOVOVANTAGE-(GENERICTELEMET-B564F2A5.pf,2022-12-16 오후 7:16:19,2022-12-17 오후 1:27:42,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(GENERICTELEMETRYADDIN).EXE,"[{'name': 'LENOVOVANTAGE-(GENERICTELEMETRYADDIN).EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(GENERICTELEMETRYADDIN).EXE'}, {'name': 'LENOVOVANTAGE-(GENERICTELEMETRYADDIN).EXE.CONFIG', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(GENERICTELEMETRYADDIN).EXE.CONFIG'}, {'name': 'LENOVOVANTAGE-(GENERICTELEMETRYADDIN).EXE.LOG', 'file_path': 'C:\\Windows\\System32\\config\\SYSTEMPROFILE\\AppData\\Local\\MICROSOFT\\CLR_v4.0\\USAGELOGS\\LENOVOVANTAGE-(GENERICTELEMETRYADDIN).EXE.LOG'}, {'name': 'LENOVOVANTAGESERVICE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGESERVICE.EXE'}]"
LENOVOVANTAGE-(IDEANOTEBOOKAD-C0EF41C1.pf,2022-12-16 오후 7:11:37,2022-12-16 오후 7:11:37,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(IDEANOTEBOOKADDIN).EXE,"[{'name': 'LENOVOVANTAGE-(IDEANOTEBOOKADDIN).EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(IDEANOTEBOOKADDIN).EXE'}, {'name': 'LENOVOVANTAGE-(IDEANOTEBOOKADDIN).EXE.CONFIG', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(IDEANOTEBOOKADDIN).EXE.CONFIG'}, {'name': 'LENOVOVANTAGESERVICE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGESERVICE.EXE'}]"
LENOVOVANTAGE-(LENOVOAUTHENTI-CDDAE504.pf,2022-12-16 오후 7:16:31,2022-12-16 오후 11:07:16,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(LENOVOAUTHENTICATIONADDIN).EXE,"[{'name': 'LENOVOVANTAGE-(LENOVOAUTHENTICATIONADDIN).EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(LENOVOAUTHENTICATIONADDIN).EXE'}, {'name': 'LENOVOVANTAGE-(LENOVOAUTHENTICATIONADDIN).EXE.CONFIG', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(LENOVOAUTHENTICATIONADDIN).EXE.CONFIG'}, {'name': 'LENOVOVANTAGESERVICE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGESERVICE.EXE'}]"
LENOVOVANTAGE-(LENOVOCOMPANIO-AD8886FD.pf,2022-12-17 오후 1:27:43,2022-12-17 오후 1:27:43,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(LENOVOCOMPANIONAPPADDIN).EXE,"[{'name': 'LENOVOVANTAGE-(LENOVOCOMPANIONAPPADDIN).EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(LENOVOCOMPANIONAPPADDIN).EXE'}, {'name': 'LENOVOVANTAGE-(LENOVOCOMPANIONAPPADDIN).EXE.CONFIG', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(LENOVOCOMPANIONAPPADDIN).EXE.CONFIG'}, {'name': 'LENOVOVANTAGESERVICE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGESERVICE.EXE'}]"
LENOVOVANTAGE-(LENOVOGAMINGSY-80E13864.pf,2022-12-16 오후 7:11:37,2022-12-17 오후 1:22:48,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(LENOVOGAMINGSYSTEMADDIN).EXE,"[{'name': 'ALCAPTURE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\ESTsoft\\ALCAPTURE\\ALCAPTURE.EXE'}, {'name': 'ALCAPTUREEDITOR.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\ESTsoft\\ALCAPTURE\\ALCAPTUREEDITOR.EXE'}, {'name': 'ALUPDATE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\ESTsoft\\ALUpdate\\ALUpdate.exe'}, {'name': 'AUPASD.EXE', 'file_path': 'C:\\PROGRAM FILES\\AhnLab\\V3Lite40\\AupASD.exe'}, {'name': 'AUTOUP.EXE', 'file_path': 'C:\\PROGRAM FILES\\AhnLab\\V3Lite40\\MUpdate2\\Update\\autoup.exe'}, {'name': 'IELOWUTIL.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\INTERNET EXPLORER\\IELOWUTIL.EXE'}, {'name': 'KAKAOTALK.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Kakao\\KAKAOTALK\\KAKAOTALK.EXE'}, {'name': 'LENOVOVANTAGE-(GENERICTELEMETRYADDIN).EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(GENERICTELEMETRYADDIN).EXE'}, {'name': 'LENOVOVANTAGE-(IDEANOTEBOOKADDIN).EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(IDEANOTEBOOKADDIN).EXE'}, {'name': 'LENOVOVANTAGE-(LENOVOGAMINGSYSTEMADDIN).EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(LENOVOGAMINGSYSTEMADDIN).EXE'}, {'name': 'LENOVOVANTAGE-(LENOVOGAMINGSYSTEMADDIN).EXE.CONFIG', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(LENOVOGAMINGSYSTEMADDIN).EXE.CONFIG'}, {'name': 'LENOVOVANTAGESERVICE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGESERVICE.EXE'}, {'name': 'ONEDRIVE.EXE', 'file_path': 'C:\\PROGRAM FILES\\MICROSOFT ONEDRIVE\\OneDrive.exe'}, {'name': 'RAVBG64.EXE', 'file_path': 'C:\\PROGRAM FILES\\Realtek\\Audio\\HDA\\RAVBg64.exe'}, {'name': 'RAVCPL64.EXE', 'file_path': 'C:\\PROGRAM FILES\\Realtek\\Audio\\HDA\\RAVCpl64.exe'}, {'name': 'V3L4SP.EXE', 'file_path': 'C:\\PROGRAM FILES\\AhnLab\\V3Lite40\\v3l4sp.exe'}, {'name': 'VMCOMPUTE.EXE', 'file_path': 'C:\\Windows\\System32\\VMCOMPUTE.EXE'}, {'name': 'VMCOMPUTE.EXE.MUI', 'file_path': 'C:\\PROGRAM FILES\\WINDOWSAPPS\\MICROSOFT.LANGUAGEEXPERIENCEPACKKO-KR_19041.54.173.0_NEUTRAL__8WEKYB3D8BBWE\\Windows\\System32\\ko-KR\\VMCOMPUTE.EXE.MUI'}, {'name': 'VMWP.EXE', 'file_path': 'C:\\Windows\\System32\\vmwp.exe'}, {'name': 'VMWP.EXE.MUI', 'file_path': 'C:\\PROGRAM FILES\\WINDOWSAPPS\\MICROSOFT.LANGUAGEEXPERIENCEPACKKO-KR_19041.54.173.0_NEUTRAL__8WEKYB3D8BBWE\\Windows\\System32\\ko-KR\\VMWP.EXE.MUI'}]"
LENOVOVANTAGE-(LENOVOGAMINGUS-CF6EBA1E.pf,2022-12-16 오후 8:03:49,2022-12-16 오후 8:03:49,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(LENOVOGAMINGUSERADDIN).EXE,"[{'name': 'LENOVOVANTAGE-(LENOVOGAMINGUSERADDIN).EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(LENOVOGAMINGUSERADDIN).EXE'}, {'name': 'LENOVOVANTAGE-(LENOVOGAMINGUSERADDIN).EXE.CONFIG', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(LENOVOGAMINGUSERADDIN).EXE.CONFIG'}, {'name': 'LENOVOVANTAGESERVICE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGESERVICE.EXE'}]"
LENOVOVANTAGE-(LENOVOSECURITY-BBCE25DC.pf,2022-12-16 오후 7:16:22,2022-12-17 오후 1:27:32,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(LENOVOSECURITYADDIN).EXE,"[{'name': 'LENOVOVANTAGE-(LENOVOSECURITYADDIN).EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(LENOVOSECURITYADDIN).EXE'}, {'name': 'LENOVOVANTAGE-(LENOVOSECURITYADDIN).EXE.CONFIG', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(LENOVOSECURITYADDIN).EXE.CONFIG'}, {'name': 'LENOVOVANTAGESERVICE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGESERVICE.EXE'}, {'name': 'NETSH.EXE', 'file_path': 'C:\\Windows\\System32\\netsh.exe'}]"
LENOVOVANTAGE-(LENOVOSYSTEMUP-B9A0AD6C.pf,2022-12-16 오후 6:50:52,2022-12-17 오후 1:27:18,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(LENOVOSYSTEMUPDATEADDIN).EXE.CONFIG,"[{'name': 'LENOVOVANTAGE-(LENOVOSYSTEMUPDATEADDIN).EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(LENOVOSYSTEMUPDATEADDIN).EXE'}, {'name': 'LENOVOVANTAGE-(LENOVOSYSTEMUPDATEADDIN).EXE.CONFIG', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(LENOVOSYSTEMUPDATEADDIN).EXE.CONFIG'}, {'name': 'LENOVOVANTAGESERVICE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGESERVICE.EXE'}]"
LENOVOVANTAGE-(SETTINGSWIDGET-C92DFDC6.pf,2022-12-16 오후 11:07:14,2022-12-16 오후 11:07:14,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(SETTINGSWIDGETADDIN).EXE,"[{'name': 'LENOVOVANTAGE-(SETTINGSWIDGETADDIN).EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(SETTINGSWIDGETADDIN).EXE'}, {'name': 'LENOVOVANTAGE-(SETTINGSWIDGETADDIN).EXE.CONFIG', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(SETTINGSWIDGETADDIN).EXE.CONFIG'}, {'name': 'LENOVOVANTAGESERVICE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGESERVICE.EXE'}]"
LENOVOVANTAGE-(SMARTDISPLAYAD-D89AA046.pf,2022-12-16 오후 7:16:30,2022-12-17 오후 1:27:40,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(SMARTDISPLAYADDIN).EXE,"[{'name': 'LENOVOVANTAGE-(SMARTDISPLAYADDIN).EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(SMARTDISPLAYADDIN).EXE'}, {'name': 'LENOVOVANTAGE-(SMARTDISPLAYADDIN).EXE.CONFIG', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(SMARTDISPLAYADDIN).EXE.CONFIG'}, {'name': 'LENOVOVANTAGESERVICE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGESERVICE.EXE'}]"
LENOVOVANTAGE-(SMARTINTERACTA-57AA8802.pf,2022-12-16 오후 7:16:24,2022-12-17 오후 1:27:34,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(SMARTINTERACTADDIN).EXE,"[{'name': 'LENOVOVANTAGE-(SMARTINTERACTADDIN).EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(SMARTINTERACTADDIN).EXE'}, {'name': 'LENOVOVANTAGE-(SMARTINTERACTADDIN).EXE.CONFIG', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(SMARTINTERACTADDIN).EXE.CONFIG'}, {'name': 'LENOVOVANTAGESERVICE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGESERVICE.EXE'}]"
LENOVOVANTAGE-(SMARTPRIVACYAD-74040296.pf,2022-12-17 오후 1:27:35,2022-12-17 오후 1:27:35,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(SMARTPRIVACYADDIN).EXE,"[{'name': 'FIGLEAFBACKGROUNDSERVICE.EXE', 'file_path': 'C:\\PROGRAMDATA\\Lenovo\\Vantage\\Addins\\SMARTPRIVACYADDIN\\1.0.0.87\\App\\FIGLEAFBACKGROUNDSERVICE.EXE'}, {'name': 'FIGLEAFBACKGROUNDSERVICE.EXE.CONFIG', 'file_path': 'C:\\PROGRAMDATA\\Lenovo\\Vantage\\Addins\\SMARTPRIVACYADDIN\\1.0.0.87\\App\\FIGLEAFBACKGROUNDSERVICE.EXE.CONFIG'}, {'name': 'LENOVOVANTAGE-(SMARTPRIVACYADDIN).EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(SMARTPRIVACYADDIN).EXE'}, {'name': 'LENOVOVANTAGE-(SMARTPRIVACYADDIN).EXE.CONFIG', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(SMARTPRIVACYADDIN).EXE.CONFIG'}, {'name': 'LENOVOVANTAGESERVICE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGESERVICE.EXE'}]"
LENOVOVANTAGE-(VANTAGECOREADD-FBA94118.pf,2022-12-16 오후 7:11:36,2022-12-16 오후 7:11:36,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(VANTAGECOREADDIN).EXE,"[{'name': 'LENOVOVANTAGE-(VANTAGECOREADDIN).EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(VANTAGECOREADDIN).EXE'}, {'name': 'LENOVOVANTAGE-(VANTAGECOREADDIN).EXE.CONFIG', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGE-(VANTAGECOREADDIN).EXE.CONFIG'}, {'name': 'LENOVOVANTAGESERVICE.EXE', 'file_path': 'C:\\PROGRAM FILES (X86)\\Lenovo\\VANTAGESERVICE\\3.13.43.0\\LENOVOVANTAGESERVICE.EXE'}]"
