name,url,browser,start_time,end_time,size,path
com.nytimes.android_9.71.0-9442868_1arch_1dpi_5ff96b2306b1f26c28b03f8bc39deb8c_apkmirror.com.apkm,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3918537&key=478b64ae8e124bd5d049df7069bd16b6abee20ee,Chrome,2022-09-18 오후 9:07:55,2022-09-18 오후 9:08:00,"24,890,323",D:\goodsample\com.nytimes.android_9.71.0-9442868_1arch_1dpi_5ff96b2306b1f26c28b03f8bc39deb8c_apkmirror.com.apkm
"com.valvesoftware.android.steam.community_3.0-7460894_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3837615&key=80fc55ae7ea6508fd0b3f8c0bc3e7f1c83456813,Chrome,2022-09-18 오후 9:07:43,2022-09-18 오후 9:07:49,"36,672,323","D:\goodsample\com.valvesoftware.android.steam.community_3.0-7460894_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk"
com.microsoft.office.outlook_4.2234.3-32234816_minAPI26(armeabi-v7a)(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920043&key=52b3cbe34b1e2a975e597eff69a39bd2935f2ad1,Chrome,2022-09-18 오후 9:07:17,2022-09-18 오후 9:07:32,"96,328,485",D:\goodsample\com.microsoft.office.outlook_4.2234.3-32234816_minAPI26(armeabi-v7a)(nodpi)_apkmirror.com.apk
com.google.android.trichromelibrary.canary_108.0.5306.0-530600030_minAPI29(armeabi-v7a)(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920055&key=f69d9be2862e90872692ba3411563652fac674af,Chrome,2022-09-18 오후 9:06:51,2022-09-18 오후 9:07:05,"79,502,695",D:\goodsample\com.google.android.trichromelibrary.canary_108.0.5306.0-530600030_minAPI29(armeabi-v7a)(nodpi)_apkmirror.com.apk
com.lbe.parallel.intl.arm64_1.0.3095-31_minAPI21(arm64-v8a)(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920095&key=2615604bb94074f4fb13295acfc42907a5772747,Chrome,2022-09-18 오후 9:06:36,2022-09-18 오후 9:06:37,"851,597",D:\goodsample\com.lbe.parallel.intl.arm64_1.0.3095-31_minAPI21(arm64-v8a)(nodpi)_apkmirror.com.apk
com.microsoft.emmx.canary_107.0.1387.0-138700010_minAPI23(armeabi-v7a)(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920100&key=699c7e7aee47b688ce10110c4c6fc3ef060a9c6e,Chrome,2022-09-18 오후 9:06:20,2022-09-18 오후 9:06:34,"114,857,580",D:\goodsample\com.microsoft.emmx.canary_107.0.1387.0-138700010_minAPI23(armeabi-v7a)(nodpi)_apkmirror.com.apk
com.netease.h75na_1.0-53_minAPI21(arm64-v8a)(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3506236&key=f4cb3b7723e470c41956b83f62356bca470c6539,Chrome,2022-09-18 오후 9:06:05,2022-09-18 오후 9:06:13,"74,985,821",D:\goodsample\com.netease.h75na_1.0-53_minAPI21(arm64-v8a)(nodpi)_apkmirror.com.apk
com.brave.browser_nightly_1.45.54-414505410_minAPI23(armeabi-v7a)(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920123&key=6ad6c065c3635333d72a709506f5ecdf34ab74cb&forcebaseapk=true,Chrome,2022-09-18 오후 9:05:38,2022-09-18 오후 9:05:59,"151,809,358",D:\goodsample\com.brave.browser_nightly_1.45.54-414505410_minAPI23(armeabi-v7a)(nodpi)_apkmirror.com.apk
org.mozilla.fenix_106.0a1-2015899753_minAPI21(armeabi-v7a)(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3830221&key=4732355f6285244b436cd8d804bff6013d35f996,Chrome,2022-09-18 오후 9:05:18,2022-09-18 오후 9:05:32,"81,206,622",D:\goodsample\org.mozilla.fenix_106.0a1-2015899753_minAPI21(armeabi-v7a)(nodpi)_apkmirror.com.apk
com.easytouch.assistivetouch_39-3723_minAPI21(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920203&key=319cc4e440f7d892fbc9994d09917c1f66df58ac&forcebaseapk=true,Chrome,2022-09-18 오후 9:05:08,2022-09-18 오후 9:05:10,"8,655,825",D:\goodsample\com.easytouch.assistivetouch_39-3723_minAPI21(nodpi)_apkmirror.com.apk
com.grabtaxi.driver2_5.246.0-672_3arch_3dpi_dbc2063f3c1903e6ad2369cd9eb77ed2_apkmirror.com.apkm,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920210&key=3e4cc10e8c3edda0d26a0530eb602a5f16c00f2a,Chrome,2022-09-18 오후 9:04:53,2022-09-18 오후 9:05:06,"98,419,308",D:\goodsample\com.grabtaxi.driver2_5.246.0-672_3arch_3dpi_dbc2063f3c1903e6ad2369cd9eb77ed2_apkmirror.com.apkm
"com.standardnotes_3.34.0-3002153_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920214&key=0f39ba7493e82722965c89ad4906d4ca6d063e1d&forcebaseapk=true,Chrome,2022-09-18 오후 9:04:35,2022-09-18 오후 9:04:47,"88,247,288","D:\goodsample\com.standardnotes_3.34.0-3002153_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk"
"com.trycaviar.customer_15.74.4-15074049_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920231&key=137ccc1411adeb560f2fbb67c5bb72dbafaa85ea&forcebaseapk=true,Chrome,2022-09-18 오후 9:04:20,2022-09-18 오후 9:04:29,"71,488,237","D:\goodsample\com.trycaviar.customer_15.74.4-15074049_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk"
naukriApp.appModules.login_17.2-323_minAPI21(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3769645&key=765427c4166f4ef10799021b078e99e6fd1c0371,Chrome,2022-09-18 오후 9:04:11,2022-09-18 오후 9:04:13,"13,983,859",D:\goodsample\naukriApp.appModules.login_17.2-323_minAPI21(nodpi)_apkmirror.com.apk
"com.miui.mediaeditor_0.8.5.2-global-16546_minAPI26(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3917769&key=11c726481ef5c45a7f5ccb34b3d73cd7e788de35,Chrome,2022-09-18 오후 9:03:38,2022-09-18 오후 9:04:10,"239,621,609","D:\goodsample\com.miui.mediaeditor_0.8.5.2-global-16546_minAPI26(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk"
com.mi.globallayout_2.0.8.25-2000825_minAPI21(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3919845&key=6f644bf63d1c6ea33d4ff7e76d614ace5fa7079d,Chrome,2022-09-18 오후 9:03:31,2022-09-18 오후 9:03:32,"2,912,494",D:\goodsample\com.mi.globallayout_2.0.8.25-2000825_minAPI21(nodpi)_apkmirror.com.apk
"com.miui.player_6.10.01.091622i-992_minAPI24(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3919118&key=ebd1343caecdefa9f3fd11d55ede7094bf548f77,Chrome,2022-09-18 오후 9:03:17,2022-09-18 오후 9:03:29,"53,341,743","D:\goodsample\com.miui.player_6.10.01.091622i-992_minAPI24(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk"
com.miui.global.packageinstaller_2.3.6-236_minAPI23(armeabi)(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3919848&key=1863914c04e7fe084e088e9b239aaff876cc94b3,Chrome,2022-09-18 오후 9:03:09,2022-09-18 오후 9:03:12,"12,897,834",D:\goodsample\com.miui.global.packageinstaller_2.3.6-236_minAPI23(armeabi)(nodpi)_apkmirror.com.apk
"com.xiaomi.mipicks_24.4.0.0-4002440_minAPI23(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3919121&key=6b153335af8427e3ecaabaff2863f4330cf51673,Chrome,2022-09-18 오후 9:02:58,2022-09-18 오후 9:03:04,"28,517,888","D:\goodsample\com.xiaomi.mipicks_24.4.0.0-4002440_minAPI23(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk"
com.shopee.tw_2.93.14-689_minAPI19(armeabi-v7a)(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920259&key=8062137b3dc662cccaf09193e02152f78b5894e1&forcebaseapk=true,Chrome,2022-09-18 오후 9:02:41,2022-09-18 오후 9:02:53,"77,086,373",D:\goodsample\com.shopee.tw_2.93.14-689_minAPI19(armeabi-v7a)(nodpi)_apkmirror.com.apk
com.expressvpn.vpn_10.55.0-10550040_4arch_4dpi_9lang_7afffd7ceb4d02fae0a3cc9dc9d6fabc_apkmirror.com.apkm,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920265&key=b7665a226b175fe3d9dcb9a7df7fe1b283b8fb62,Chrome,2022-09-18 오후 9:02:10,2022-09-18 오후 9:02:25,"63,885,679",D:\goodsample\com.expressvpn.vpn_10.55.0-10550040_4arch_4dpi_9lang_7afffd7ceb4d02fae0a3cc9dc9d6fabc_apkmirror.com.apkm
com.ottplay.ottplay_1.9.5.32-beta-389_1arch_1dpi_9afac353bbb91ddbeefce6e7c19cbc40_apkmirror.com.apkm,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3919875&key=1dda96424ae1331f96128cd676dfbbed97246b18,Chrome,2022-09-18 오후 9:02:01,2022-09-18 오후 9:02:04,"14,885,286",D:\goodsample\com.ottplay.ottplay_1.9.5.32-beta-389_1arch_1dpi_9afac353bbb91ddbeefce6e7c19cbc40_apkmirror.com.apkm
"com.facebook.katana_385.0.0.18.114-317014487_minAPI28(arm64-v8a)(360,400,420,480dpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3919296&key=c1e9b09dcc2ea528442c1c83c7547a0f03a72e76&forcebaseapk=true,Chrome,2022-09-18 오후 9:01:40,2022-09-18 오후 9:01:50,"51,384,736","D:\goodsample\com.facebook.katana_385.0.0.18.114-317014487_minAPI28(arm64-v8a)(360,400,420,480dpi)_apkmirror.com.apk"
"com.facebook.katana_383.1.0.25.106-316614661_minAPI23(armeabi-v7a)(420,360,400,480dpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3887749&key=6aa458e80997deb34838ac0ab3ce282ea245c329,Chrome,2022-09-18 오후 9:01:23,2022-09-18 오후 9:01:33,"53,093,755","D:\goodsample\com.facebook.katana_383.1.0.25.106-316614661_minAPI23(armeabi-v7a)(420,360,400,480dpi)_apkmirror.com.apk"
"com.facebook.katana_386.0.0.0.33-317203429_minAPI29(arm64-v8a)(560,640dpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3919579&key=df1791e0b305d91cf0e74d0ac0709b2bf8743909,Chrome,2022-09-18 오후 9:01:02,2022-09-18 오후 9:01:16,"71,612,384","D:\goodsample\com.facebook.katana_386.0.0.0.33-317203429_minAPI29(arm64-v8a)(560,640dpi)_apkmirror.com.apk"
"com.huawei.hwid_6.7.0.322-60700322_minAPI21(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3919568&key=3a194b341bf977daa0c6bb01addbd7e96c6a96b9,Chrome,2022-09-18 오후 9:00:39,2022-09-18 오후 9:00:49,"51,825,287","D:\goodsample\com.huawei.hwid_6.7.0.322-60700322_minAPI21(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk"
"com.instagram.android_254.0.0.0.36-365401203_minAPI21(armeabi-v7a)(320,280dpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920171&key=a3bf77f65d6af2700b8d5d0f674ed01f5c570f71,Chrome,2022-09-18 오후 9:00:15,2022-09-18 오후 9:00:24,"47,820,070","D:\goodsample\com.instagram.android_254.0.0.0.36-365401203_minAPI21(armeabi-v7a)(320,280dpi)_apkmirror.com.apk"
"com.instagram.android_253.0.0.20.114-365304891_minAPI21(armeabi-v7a)(280,320dpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920224&key=4d1c22cc13785817ad6201ebf1bccee2ea424214,Chrome,2022-09-18 오후 8:59:50,2022-09-18 오후 9:00:01,"47,966,851","D:\goodsample\com.instagram.android_253.0.0.20.114-365304891_minAPI21(armeabi-v7a)(280,320dpi)_apkmirror.com.apk"
xyz.klinker.messenger_5.7.3.2896-2896_1arch_1dpi_2lang_d9a289b70c5791b9b82e8b72f4f40119_apkmirror.com.apkm,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3919953&key=5015ef1e2dd401960d02902375f13acdbd7d294a,Chrome,2022-09-18 오후 8:59:39,2022-09-18 오후 8:59:43,"14,454,051",D:\goodsample\xyz.klinker.messenger_5.7.3.2896-2896_1arch_1dpi_2lang_d9a289b70c5791b9b82e8b72f4f40119_apkmirror.com.apkm
com.google.audio.hearing.visualization.accessibility.scribe_6.0.473258425-90663_minAPI23(armeabi-v7a)(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3906733&key=6e0861209f0b3bc36e62cbb5b01e856983b9c674,Chrome,2022-09-18 오후 8:59:23,2022-09-18 오후 8:59:28,"20,785,965",D:\goodsample\com.google.audio.hearing.visualization.accessibility.scribe_6.0.473258425-90663_minAPI23(armeabi-v7a)(nodpi)_apkmirror.com.apk
com.google.android.trichromelibrary.canary_108.0.5307.0-530700030_minAPI29(armeabi-v7a)(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920325&key=bbd3afb85548025f6ced16d4f248e6bfdaffd9f7,Chrome,2022-09-18 오후 8:59:03,2022-09-18 오후 8:59:15,"79,502,695",D:\goodsample\com.google.android.trichromelibrary.canary_108.0.5307.0-530700030_minAPI29(armeabi-v7a)(nodpi)_apkmirror.com.apk
com.shopee.vn_2.93.14-689_minAPI19(armeabi-v7a)(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920349&key=76ff660fa4e017837fa072b4bce7ad85cf317242&forcebaseapk=true,Chrome,2022-09-18 오후 8:58:36,2022-09-18 오후 8:58:49,"89,338,393",D:\goodsample\com.shopee.vn_2.93.14-689_minAPI19(armeabi-v7a)(nodpi)_apkmirror.com.apk
com.moonfrog.ludo.club_2.2.48-54745_minAPI19(armeabi-v7a)(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920395&key=8765f0d6b7642f57ff84bbdee8b7f292afe77812&forcebaseapk=true,Chrome,2022-09-18 오후 8:58:13,2022-09-18 오후 8:58:30,"91,175,775",D:\goodsample\com.moonfrog.ludo.club_2.2.48-54745_minAPI19(armeabi-v7a)(nodpi)_apkmirror.com.apk
com.callapp.contacts_2.006-2006_4arch_3dpi_f5552324891492e55da60a57ca3cf86e_apkmirror.com.apkm,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920402&key=2f9ba415e05293b68832f360139c7a8a15013f3e,Chrome,2022-09-18 오후 8:57:59,2022-09-18 오후 8:58:07,"35,325,282",D:\goodsample\com.callapp.contacts_2.006-2006_4arch_3dpi_f5552324891492e55da60a57ca3cf86e_apkmirror.com.apkm
com.callapp.contacts_2007-2007_minAPI23(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920405&key=926393fdc4cc1ce00beccfcd1042b5e6ee4eb533,Chrome,2022-09-18 오후 8:57:52,2022-09-18 오후 8:57:53,"3,811,687",D:\goodsample\com.callapp.contacts_2007-2007_minAPI23(nodpi)_apkmirror.com.apk
"com.zhangyue.read_9.22.0-3037_minAPI21(arm64-v8a,armeabi)(nodpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920412&key=7a0891e7c5589b6610a547c00fc7e5a2c8541c5e&forcebaseapk=true,Chrome,2022-09-18 오후 8:57:45,2022-09-18 오후 8:57:49,"31,649,900","D:\goodsample\com.zhangyue.read_9.22.0-3037_minAPI21(arm64-v8a,armeabi)(nodpi)_apkmirror.com.apk"
"com.pinkbike.trailforks_1.59.1-19159100_minAPI22(arm64-v8a,armeabi,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920437&key=a5663388570a83345eea0a41054a3fd3396f93b2,Chrome,2022-09-18 오후 8:57:20,2022-09-18 오후 8:57:36,"105,731,581","D:\goodsample\com.pinkbike.trailforks_1.59.1-19159100_minAPI22(arm64-v8a,armeabi,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk"
"com.hammersecurity_22.22-214_minAPI21(arm64-v8a,armeabi,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920467&key=eae76a1dc0aab6ffdc87767d4fa8d9b58862e015&forcebaseapk=true,Chrome,2022-09-18 오후 8:57:10,2022-09-18 오후 8:57:14,"22,546,375","D:\goodsample\com.hammersecurity_22.22-214_minAPI21(arm64-v8a,armeabi,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk"
it.colucciweb.vpnclientpro_1.01.18-12010118_minAPI15(armeabi-v7a)(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920456&key=e4b3bc7225e9d302966ab0e8dca6e39f07d2c98d,Chrome,2022-09-18 오후 8:57:02,2022-09-18 오후 8:57:05,"13,485,097",D:\goodsample\it.colucciweb.vpnclientpro_1.01.18-12010118_minAPI15(armeabi-v7a)(nodpi)_apkmirror.com.apk
com.instabridge.android_22.2022.09.16.1230-100452_4arch_3dpi_14lang_ad75024e2930da8489489abe30afe2b1_apkmirror.com.apkm,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920492&key=c2a4c5806e574bb67b9acc0c101368f0d526d50d,Chrome,2022-09-18 오후 8:56:48,2022-09-18 오후 8:57:00,"110,385,688",D:\goodsample\com.instabridge.android_22.2022.09.16.1230-100452_4arch_3dpi_14lang_ad75024e2930da8489489abe30afe2b1_apkmirror.com.apkm
com.BeerMoneyGames.Demolition2_1.6.95-1695_4arch_767af10a3fd2c97909cabcda7cc7392a_apkmirror.com.apkm,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920538&key=9fbcfaa15b22a07703612eaa6ccf3a6d13f47a2a,Chrome,2022-09-18 오후 8:56:30,2022-09-18 오후 8:56:46,"161,383,615",D:\goodsample\com.BeerMoneyGames.Demolition2_1.6.95-1695_4arch_767af10a3fd2c97909cabcda7cc7392a_apkmirror.com.apkm
"OCTech.Mobile.Applications.OBDLink_5.31.0-81_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920549&key=4a4e22d23d7a6132298e0e479395b01c6af9e01d&forcebaseapk=true,Chrome,2022-09-18 오후 8:56:16,2022-09-18 오후 8:56:23,"44,271,625","D:\goodsample\OCTech.Mobile.Applications.OBDLink_5.31.0-81_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk"
"com.gm.shadhin_2.3.21-221_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920558&key=15c0792f65127f7f9611d33fd143cbff5c1bbde3&forcebaseapk=true,Chrome,2022-09-18 오후 8:56:09,2022-09-18 오후 8:56:14,"23,360,982","D:\goodsample\com.gm.shadhin_2.3.21-221_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk"
org.mozilla.fenix_106.0a1-2015899753_minAPI21(armeabi-v7a)(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3830221&key=4732355f6285244b436cd8d804bff6013d35f996,Chrome,2022-09-18 오후 8:41:14,2022-09-18 오후 8:41:25,"81,206,622",D:\goodsample\org.mozilla.fenix_106.0a1-2015899753_minAPI21(armeabi-v7a)(nodpi)_apkmirror.com.apk
com.easytouch.assistivetouch_39-3723_minAPI21(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920203&key=319cc4e440f7d892fbc9994d09917c1f66df58ac&forcebaseapk=true,Chrome,2022-09-18 오후 8:41:03,2022-09-18 오후 8:41:05,"8,655,825",D:\goodsample\com.easytouch.assistivetouch_39-3723_minAPI21(nodpi)_apkmirror.com.apk
com.grabtaxi.driver2_5.246.0-672_3arch_3dpi_dbc2063f3c1903e6ad2369cd9eb77ed2_apkmirror.com.apkm,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920210&key=3e4cc10e8c3edda0d26a0530eb602a5f16c00f2a,Chrome,2022-09-18 오후 8:40:47,2022-09-18 오후 8:41:01,"98,419,308",D:\goodsample\com.grabtaxi.driver2_5.246.0-672_3arch_3dpi_dbc2063f3c1903e6ad2369cd9eb77ed2_apkmirror.com.apkm
"com.standardnotes_3.34.0-3002153_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920214&key=0f39ba7493e82722965c89ad4906d4ca6d063e1d&forcebaseapk=true,Chrome,2022-09-18 오후 8:40:29,2022-09-18 오후 8:40:41,"88,247,288","D:\goodsample\com.standardnotes_3.34.0-3002153_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk"
"com.trycaviar.customer_15.74.4-15074049_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920231&key=137ccc1411adeb560f2fbb67c5bb72dbafaa85ea&forcebaseapk=true,Chrome,2022-09-18 오후 8:40:13,2022-09-18 오후 8:40:23,"71,488,237","D:\goodsample\com.trycaviar.customer_15.74.4-15074049_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk"
naukriApp.appModules.login_17.2-323_minAPI21(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3769645&key=765427c4166f4ef10799021b078e99e6fd1c0371,Chrome,2022-09-18 오후 8:40:04,2022-09-18 오후 8:40:07,"13,983,859",D:\goodsample\naukriApp.appModules.login_17.2-323_minAPI21(nodpi)_apkmirror.com.apk
"com.miui.mediaeditor_0.8.5.2-global-16546_minAPI26(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3917769&key=11c726481ef5c45a7f5ccb34b3d73cd7e788de35,Chrome,2022-09-18 오후 8:39:25,2022-09-18 오후 8:40:00,"239,621,609","D:\goodsample\com.miui.mediaeditor_0.8.5.2-global-16546_minAPI26(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk"
com.mi.globallayout_2.0.8.25-2000825_minAPI21(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3919845&key=6f644bf63d1c6ea33d4ff7e76d614ace5fa7079d,Chrome,2022-09-18 오후 8:39:18,2022-09-18 오후 8:39:19,"2,912,494",D:\goodsample\com.mi.globallayout_2.0.8.25-2000825_minAPI21(nodpi)_apkmirror.com.apk
"com.miui.player_6.10.01.091622i-992_minAPI24(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3919118&key=ebd1343caecdefa9f3fd11d55ede7094bf548f77,Chrome,2022-09-18 오후 8:39:06,2022-09-18 오후 8:39:17,"53,341,743","D:\goodsample\com.miui.player_6.10.01.091622i-992_minAPI24(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk"
com.miui.global.packageinstaller_2.3.6-236_minAPI23(armeabi)(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3919848&key=1863914c04e7fe084e088e9b239aaff876cc94b3,Chrome,2022-09-18 오후 8:38:57,2022-09-18 오후 8:39:00,"12,897,834",D:\goodsample\com.miui.global.packageinstaller_2.3.6-236_minAPI23(armeabi)(nodpi)_apkmirror.com.apk
"com.xiaomi.mipicks_24.4.0.0-4002440_minAPI23(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk",https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3919121&key=6b153335af8427e3ecaabaff2863f4330cf51673,Chrome,2022-09-18 오후 8:38:48,2022-09-18 오후 8:38:53,"28,517,888","D:\goodsample\com.xiaomi.mipicks_24.4.0.0-4002440_minAPI23(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk"
com.shopee.tw_2.93.14-689_minAPI19(armeabi-v7a)(nodpi)_apkmirror.com.apk,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920259&key=8062137b3dc662cccaf09193e02152f78b5894e1&forcebaseapk=true,Chrome,2022-09-18 오후 8:38:33,2022-09-18 오후 8:38:43,"77,086,373",D:\goodsample\com.shopee.tw_2.93.14-689_minAPI19(armeabi-v7a)(nodpi)_apkmirror.com.apk
com.expressvpn.vpn_10.55.0-10550040_4arch_4dpi_9lang_7afffd7ceb4d02fae0a3cc9dc9d6fabc_apkmirror.com.apkm,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3920265&key=b7665a226b175fe3d9dcb9a7df7fe1b283b8fb62,Chrome,2022-09-18 오후 8:38:07,2022-09-18 오후 8:38:19,"63,885,679",D:\goodsample\com.expressvpn.vpn_10.55.0-10550040_4arch_4dpi_9lang_7afffd7ceb4d02fae0a3cc9dc9d6fabc_apkmirror.com.apkm
com.ottplay.ottplay_1.9.5.32-beta-389_1arch_1dpi_9afac353bbb91ddbeefce6e7c19cbc40_apkmirror.com.apkm,https://www.apkmirror.com/wp-content/themes/APKMirror/download.php?id=3919875&key=1dda96424ae1331f96128cd676dfbbed97246b18,Chrome,2022-09-18 오후 8:37:58,2022-09-18 오후 8:38:01,"14,885,286",D:\goodsample\com.ottplay.ottplay_1.9.5.32-beta-389_1arch_1dpi_9afac353bbb91ddbeefce6e7c19cbc40_apkmirror.com.apkm
