name,path,action_time
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-17 오후 1:22:25
ctfmon.exe,C:\Windows\System32\ctfmon.exe,2022-12-17 오후 1:22:25
msoia.exe,C:\Program Files\Microsoft Office\root\Office16\msoia.exe,2022-12-17 오후 1:22:22
nvnodejslauncher.exe,C:\Program Files (x86)\NVIDIA Corporation\NvNode\nvnodejslauncher.exe,2022-12-17 오후 1:22:22
PlaySndSrv.dll,C:\Windows\System32\PlaySndSrv.dll,2022-12-17 오후 1:22:22
dimsjob.dll,C:\Windows\system32\dimsjob.dll,2022-12-17 오후 1:22:22
mscms.dll,C:\Windows\System32\mscms.dll,2022-12-17 오후 1:22:22
wininet.dll,C:\Windows\system32\wininet.dll,2022-12-17 오후 1:22:22
pnpui.dll,C:\Windows\System32\pnpui.dll,2022-12-17 오후 1:22:22
MsCtfMonitor.dll,C:\Windows\system32\MsCtfMonitor.dll,2022-12-17 오후 1:22:22
MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,2022-12-17 오후 1:22:22
RAVBg64.exe,C:\PROGRAM FILES\Realtek\Audio\HDA\RAVBg64.exe,2022-12-17 오후 1:22:20
TiWorker.exe,C:\Windows\WinSxS\AMD64_MICROSOFT-WINDOWS-SERVICINGSTACK_31BF3856AD364E35_10.0.19041.2300_NONE_7E14EDBC7C88B7D5\TiWorker.exe,2022-12-17 오후 1:22:20
MPNOTIFY.EXE,C:\WINDOWS\SYSTEM32\MPNOTIFY.EXE,2022-12-17 오후 1:22:18
CONHOST.EXE,C:\WINDOWS\SYSTEM32\CONHOST.EXE,2022-12-17 오후 1:22:18
WAASMEDICAGENT.EXE,C:\WINDOWS\SYSTEM32\WAASMEDICAGENT.EXE,2022-12-17 오후 1:22:18
ASDUp.exe,C:\PROGRAM FILES\AhnLab\V3Lite40\MUpdate2\ASDTEMP\ASDUp.exe,2022-12-17 오후 1:22:17
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-17 오후 1:22:15
TASKHOSTW.EXE,C:\WINDOWS\SYSTEM32\TASKHOSTW.EXE,2022-12-17 오후 1:22:15
ipconfig.exe,C:\Windows\System32\ipconfig.exe,2022-12-17 오후 1:22:15
NETSTAT.EXE,C:\Windows\System32\NETSTAT.EXE,2022-12-17 오후 1:22:15
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-17 오후 1:22:15
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-17 오후 1:22:15
dimsjob.dll,C:\Windows\system32\dimsjob.dll,2022-12-17 오후 1:22:15
MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,2022-12-17 오후 1:22:15
NVDISPLAY.CONTAINER.EXE,C:\PROGRAM FILES\NVIDIA CORPORATION\DISPLAY.NVCONTAINER\NVDISPLAY.CONTAINER.EXE,2022-12-17 오전 12:08:12
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-17 오전 12:08:11
MOUSOCOREWORKER.EXE,C:\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE,2022-12-17 오전 12:08:11
LENOVOVANTAGE-(LENOVOSYSTEMUPDATEADDIN).EXE.CONFIG,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(LENOVOSYSTEMUPDATEADDIN).EXE.CONFIG,2022-12-17 오전 12:08:09
TCUBEDUMMY64.EXE,C:\Windows\Teruten\TCube\TCUBEDUMMY64.EXE,2022-12-17 오전 12:08:08
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-17 오전 12:08:08
DWM.EXE,C:\WINDOWS\SYSTEM32\DWM.EXE,2022-12-17 오전 12:08:08
LOGONUI.EXE,C:\WINDOWS\SYSTEM32\LOGONUI.EXE,2022-12-17 오전 12:08:08
FONTDRVHOST.EXE,C:\Windows\System32\FONTDRVHOST.EXE,2022-12-17 오전 12:08:08
LOGONUI.EXE,C:\WINDOWS\SYSTEM32\LOGONUI.EXE,2022-12-17 오전 12:08:08
WINLOGON.EXE,C:\WINDOWS\SYSTEM32\WINLOGON.EXE,2022-12-17 오전 12:08:08
CSRSS.EXE,C:\WINDOWS\SYSTEM32\CSRSS.EXE,2022-12-17 오전 12:08:08
SMSS.EXE,C:\WINDOWS\SYSTEM32\SMSS.EXE,2022-12-17 오전 12:08:08
dllhost.exe,C:\Windows\System32\dllhost.exe,2022-12-17 오전 12:08:06
chrome.exe,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,2022-12-17 오전 12:07:43
SPPSVC.EXE,C:\WINDOWS\SYSTEM32\SPPSVC.EXE,2022-12-17 오전 12:07:31
CONHOST.EXE,C:\WINDOWS\SYSTEM32\CONHOST.EXE,2022-12-17 오전 12:07:28
OFFICESVCMGR.EXE,C:\PROGRAM FILES\COMMON FILES\MICROSOFT SHARED\CLICKTORUN\OFFICESVCMGR.EXE,2022-12-17 오전 12:07:28
SEARCHPROTOCOLHOST.EXE,C:\Windows\System32\SEARCHPROTOCOLHOST.EXE,2022-12-17 오전 12:07:26
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-17 오전 12:07:24
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-17 오전 12:07:24
BACKGROUNDTASKHOST.EXE,C:\Windows\System32\BACKGROUNDTASKHOST.EXE,2022-12-17 오전 12:07:23
POWERPNT.EXE,C:\PROGRAM FILES\MICROSOFT OFFICE\root\Office16\POWERPNT.EXE,2022-12-17 오전 12:07:23
SMARTSCREEN.EXE,C:\WINDOWS\SYSTEM32\SMARTSCREEN.EXE,2022-12-17 오전 12:07:22
SEARCHFILTERHOST.EXE,C:\Windows\System32\SEARCHFILTERHOST.EXE,2022-12-17 오전 12:07:21
SEARCHPROTOCOLHOST.EXE,C:\Windows\System32\SEARCHPROTOCOLHOST.EXE,2022-12-17 오전 12:07:21
dllhost.exe,C:\Windows\System32\dllhost.exe,2022-12-17 오전 12:07:15
v.0.7 DF-ATT&CK 최종 평가.pptx,C:\Users\User\Desktop\v.0.7 DF-ATT&CK 최종 평가.pptx,2022-12-17 오전 12:07:14
dllhost.exe,C:\Windows\SysWOW64\dllhost.exe,2022-12-17 오전 12:07:13
Teams.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,2022-12-17 오전 12:06:54
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-17 오전 12:06:48
Teams.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,2022-12-17 오전 12:04:54
IDENTITY_HELPER.EXE,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\108.0.1462.46\IDENTITY_HELPER.EXE,2022-12-17 오전 12:02:54
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-17 오전 12:02:51
BACKGROUNDTASKHOST.EXE,C:\Windows\System32\BACKGROUNDTASKHOST.EXE,2022-12-17 오전 12:02:51
GOOGLEUPDATE.EXE,C:\PROGRAM FILES (X86)\Google\Update\GOOGLEUPDATE.EXE,2022-12-17 오전 12:02:47
OP.GG.EXE,C:\Users\User\AppData\Local\Programs\OP.GG\OP.GG.EXE,2022-12-17 오전 12:02:46
ALSTSCOLLECTOR.EXE,C:\PROGRAM FILES (X86)\ESTsoft\Common\ALSTSCOLLECTOR.EXE,2022-12-17 오전 12:02:16
FILECOAUTH.EXE,C:\PROGRAM FILES\MICROSOFT ONEDRIVE\22.238.1114.0002\FILECOAUTH.EXE,2022-12-17 오전 12:02:05
ASDWsc.exe,C:\PROGRAM FILES\AhnLab\V3Lite40\ASDWsc.exe,2022-12-17 오전 12:01:04
ASDWsc.exe,C:\PROGRAM FILES\AhnLab\V3Lite40\ASDWsc.exe,2022-12-17 오전 12:01:04
LENOVOVANTAGE-(GENERICTELEMETRYADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(GENERICTELEMETRYADDIN).EXE,2022-12-17 오전 12:01:00
LENOVOVANTAGE-(DEVICESETTINGSHEARTBEATADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(DEVICESETTINGSHEARTBEATADDIN).EXE,2022-12-17 오전 12:00:01
ScheduleEventAction.exe,C:\Program Files (x86)\Lenovo\VantageService\3.13.43.0\ScheduleEventAction.exe,2022-12-17 오전 12:00:01
Teams.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,2022-12-16 오후 11:58:54
Teams.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,2022-12-16 오후 11:56:54
MICROSOFTEDGEUPDATE.EXE,C:\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE,2022-12-16 오후 11:56:00
Teams.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,2022-12-16 오후 11:54:54
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 11:53:58
OP.GG.EXE,C:\Users\User\AppData\Local\Programs\OP.GG\OP.GG.EXE,2022-12-16 오후 11:52:46
FILECOAUTH.EXE,C:\PROGRAM FILES\MICROSOFT ONEDRIVE\22.238.1114.0002\FILECOAUTH.EXE,2022-12-16 오후 11:52:05
IDENTITY_HELPER.EXE,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\108.0.1462.46\IDENTITY_HELPER.EXE,2022-12-16 오후 11:47:54
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 11:45:18
MOUSOCOREWORKER.EXE,C:\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE,2022-12-16 오후 11:45:18
OP.GG.EXE,C:\Users\User\AppData\Local\Programs\OP.GG\OP.GG.EXE,2022-12-16 오후 11:42:46
FILECOAUTH.EXE,C:\PROGRAM FILES\MICROSOFT ONEDRIVE\22.238.1114.0002\FILECOAUTH.EXE,2022-12-16 오후 11:42:05
chrome.exe,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,2022-12-16 오후 11:40:21
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 11:34:17
MOUSOCOREWORKER.EXE,C:\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE,2022-12-16 오후 11:34:16
Teams.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,2022-12-16 오후 11:32:54
IDENTITY_HELPER.EXE,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\108.0.1462.46\IDENTITY_HELPER.EXE,2022-12-16 오후 11:32:54
OP.GG.EXE,C:\Users\User\AppData\Local\Programs\OP.GG\OP.GG.EXE,2022-12-16 오후 11:32:46
FILECOAUTH.EXE,C:\PROGRAM FILES\MICROSOFT ONEDRIVE\22.238.1114.0002\FILECOAUTH.EXE,2022-12-16 오후 11:32:05
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-16 오후 11:31:58
msoia.exe,C:\Program Files\Microsoft Office\root\Office16\msoia.exe,2022-12-16 오후 11:31:58
chrome.exe,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,2022-12-16 오후 11:29:41
chrome.exe,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,2022-12-16 오후 11:29:40
MOUSOCOREWORKER.EXE,C:\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE,2022-12-16 오후 11:23:42
OP.GG.EXE,C:\Users\User\AppData\Local\Programs\OP.GG\OP.GG.EXE,2022-12-16 오후 11:22:46
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-16 오후 11:22:15
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 11:22:15
FILECOAUTH.EXE,C:\PROGRAM FILES\MICROSOFT ONEDRIVE\22.238.1114.0002\FILECOAUTH.EXE,2022-12-16 오후 11:22:05
v3l4cli.exe,C:\PROGRAM FILES\AhnLab\V3Lite40\v3l4cli.exe,2022-12-16 오후 11:21:04
chrome.exe,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,2022-12-16 오후 11:19:41
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 11:18:35
MOUSOCOREWORKER.EXE,C:\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE,2022-12-16 오후 11:18:34
IDENTITY_HELPER.EXE,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\108.0.1462.46\IDENTITY_HELPER.EXE,2022-12-16 오후 11:17:54
SDXHELPER.EXE,C:\PROGRAM FILES\MICROSOFT OFFICE\root\Office16\SDXHELPER.EXE,2022-12-16 오후 11:16:59
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-16 오후 11:16:58
TiWorker.exe,C:\Windows\WinSxS\AMD64_MICROSOFT-WINDOWS-SERVICINGSTACK_31BF3856AD364E35_10.0.19041.2300_NONE_7E14EDBC7C88B7D5\TiWorker.exe,2022-12-16 오후 11:16:58
TASKHOSTW.EXE,C:\WINDOWS\SYSTEM32\TASKHOSTW.EXE,2022-12-16 오후 11:16:58
TRUSTEDINSTALLER.EXE,C:\Windows\SERVICING\TRUSTEDINSTALLER.EXE,2022-12-16 오후 11:16:58
CONHOST.EXE,C:\WINDOWS\SYSTEM32\CONHOST.EXE,2022-12-16 오후 11:16:58
sc.exe,C:\Windows\System32\sc.exe,2022-12-16 오후 11:16:58
DeviceDirectoryClient.dll,C:\Windows\system32\DeviceDirectoryClient.dll,2022-12-16 오후 11:16:58
sdxhelper.exe,C:\Program Files\Microsoft Office\root\Office16\sdxhelper.exe,2022-12-16 오후 11:16:58
LanguageComponentsInstaller.dll,C:\Windows\System32\LanguageComponentsInstaller.dll,2022-12-16 오후 11:16:58
DeviceDirectoryClient.dll,C:\Windows\system32\DeviceDirectoryClient.dll,2022-12-16 오후 11:16:58
V3LITE4EXP.EXE,C:\PROGRAM FILES\AhnLab\V3Lite40\V3LITE4EXP.EXE,2022-12-16 오후 11:16:04
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-16 오후 11:15:15
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-16 오후 11:13:55
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 11:12:55
OneDriveStandaloneUpdater.exe,C:\Program Files\Microsoft OneDrive\OneDriveStandaloneUpdater.exe,2022-12-16 오후 11:12:55
FILECOAUTH.EXE,C:\PROGRAM FILES\MICROSOFT ONEDRIVE\22.238.1114.0002\FILECOAUTH.EXE,2022-12-16 오후 11:12:05
USEROOBEBROKER.EXE,C:\WINDOWS\SYSTEM32\OOBE\USEROOBEBROKER.EXE,2022-12-16 오후 11:12:05
dkupdate.exe,C:\Users\User\AppData\Roaming\DESKTOPCAL\dkupdate.exe,2022-12-16 오후 11:10:39
msedge.exe,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\msedge.exe,2022-12-16 오후 11:08:38
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-16 오후 11:08:00
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-16 오후 11:07:57
MOUSOCOREWORKER.EXE,C:\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE,2022-12-16 오후 11:07:57
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-16 오후 11:07:51
BACKGROUNDTASKHOST.EXE,C:\Windows\System32\BACKGROUNDTASKHOST.EXE,2022-12-16 오후 11:07:51
LENOVOVANTAGE-(GENERICTELEMETRYADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(GENERICTELEMETRYADDIN).EXE,2022-12-16 오후 11:07:08
dllhost.exe,C:\Windows\System32\dllhost.exe,2022-12-16 오후 11:07:07
LENOVOVANTAGE-(LENOVOSYSTEMUPDATEADDIN).EXE.CONFIG,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(LENOVOSYSTEMUPDATEADDIN).EXE.CONFIG,2022-12-16 오후 11:07:07
LENOVOVANTAGE-(LENOVOAUTHENTICATIONADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(LENOVOAUTHENTICATIONADDIN).EXE,2022-12-16 오후 11:07:06
LENOVOVANTAGE-(SMARTDISPLAYADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(SMARTDISPLAYADDIN).EXE,2022-12-16 오후 11:07:05
LENOVOVANTAGE-(SETTINGSWIDGETADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(SETTINGSWIDGETADDIN).EXE,2022-12-16 오후 11:07:04
LENOVOVANTAGE-(SMARTINTERACTADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(SMARTINTERACTADDIN).EXE,2022-12-16 오후 11:06:58
netsh.exe,C:\Windows\System32\netsh.exe,2022-12-16 오후 11:06:58
LENOVOVANTAGE-(LENOVOSYSTEMUPDATEADDIN).EXE.CONFIG,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(LENOVOSYSTEMUPDATEADDIN).EXE.CONFIG,2022-12-16 오후 11:06:57
netsh.exe,C:\Windows\System32\netsh.exe,2022-12-16 오후 11:06:57
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 11:06:57
WmiPrvSE.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,2022-12-16 오후 11:06:57
LENOVOVANTAGE-(LENOVOSECURITYADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(LENOVOSECURITYADDIN).EXE,2022-12-16 오후 11:06:56
LENOVOVANTAGE-(LENOVOSERVICEBRIDGEADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(LENOVOSERVICEBRIDGEADDIN).EXE,2022-12-16 오후 11:06:55
LENOVOVANTAGE-(DEVICESETTINGSSYSTEMADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(DEVICESETTINGSSYSTEMADDIN).EXE,2022-12-16 오후 11:06:54
LENOVOVANTAGE-(DEVICESETTINGSHEARTBEATADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(DEVICESETTINGSHEARTBEATADDIN).EXE,2022-12-16 오후 11:06:53
LENOVOVANTAGE-(LENOVOSYSTEMUPDATEADDIN).EXE.CONFIG,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(LENOVOSYSTEMUPDATEADDIN).EXE.CONFIG,2022-12-16 오후 11:06:52
LENOVOVANTAGE-(LENOVOSYSTEMUPDATEADDIN).EXE.CONFIG,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(LENOVOSYSTEMUPDATEADDIN).EXE.CONFIG,2022-12-16 오후 11:06:51
icacls.exe,C:\Windows\System32\icacls.exe,2022-12-16 오후 11:05:00
CONHOST.EXE,C:\WINDOWS\SYSTEM32\CONHOST.EXE,2022-12-16 오후 11:05:00
icacls.exe,C:\Windows\System32\icacls.exe,2022-12-16 오후 11:05:00
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-16 오후 11:04:59
LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.APPDOMAIN.DLL,C:\Windows\Lenovo\IMCONTROLLER\PLUGINHOST\LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.APPDOMAIN.DLL,2022-12-16 오후 11:04:58
LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE,C:\Windows\Lenovo\IMCONTROLLER\PLUGINHOST86\LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE,2022-12-16 오후 11:04:57
LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE,C:\Windows\Lenovo\IMCONTROLLER\PLUGINHOST86\LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE,2022-12-16 오후 11:04:57
LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE,C:\Windows\Lenovo\IMCONTROLLER\PLUGINHOST86\LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE,2022-12-16 오후 11:04:57
JandiApp.exe,C:\Users\User\AppData\Local\JandiApp\APP-1.5.6\JandiApp.exe,2022-12-16 오후 11:04:57
msedge.exe,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\msedge.exe,2022-12-16 오후 11:04:51
SPPSVC.EXE,C:\WINDOWS\SYSTEM32\SPPSVC.EXE,2022-12-16 오후 11:04:50
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 11:04:50
TASKHOSTW.EXE,C:\WINDOWS\SYSTEM32\TASKHOSTW.EXE,2022-12-16 오후 11:04:49
OneDriveStandaloneUpdater.exe,C:\Program Files\Microsoft OneDrive\OneDriveStandaloneUpdater.exe,2022-12-16 오후 11:04:49
Teams.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,2022-12-16 오후 11:04:46
OP.GG.EXE,C:\Users\User\AppData\Local\Programs\OP.GG\OP.GG.EXE,2022-12-16 오후 11:04:34
Discord.exe,C:\Users\User\AppData\Local\Discord\APP-1.0.9008\Discord.exe,2022-12-16 오후 11:04:32
chrome.exe,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,2022-12-16 오후 11:04:25
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 11:03:57
ASDWsc.exe,C:\PROGRAM FILES\AhnLab\V3Lite40\ASDWsc.exe,2022-12-16 오후 11:03:53
ASDWsc.exe,C:\PROGRAM FILES\AhnLab\V3Lite40\ASDWsc.exe,2022-12-16 오후 11:03:53
msedge.exe,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\msedge.exe,2022-12-16 오후 11:03:38
msedge.exe,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\msedge.exe,2022-12-16 오후 11:03:38
msedge.exe,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\msedge.exe,2022-12-16 오후 11:03:38
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 11:03:38
JandiApp.exe,C:\Users\User\AppData\Local\JandiApp\APP-1.5.6\JandiApp.exe,2022-12-16 오후 11:03:17
JandiApp.exe,C:\Users\User\AppData\Local\JandiApp\APP-1.5.6\JandiApp.exe,2022-12-16 오후 11:03:12
JandiApp.exe,C:\Users\User\AppData\Local\JandiApp\APP-1.5.6\JandiApp.exe,2022-12-16 오후 11:03:11
chrome.exe,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,2022-12-16 오후 11:03:08
ipconfig.exe,C:\Windows\System32\ipconfig.exe,2022-12-16 오후 11:03:07
netsh.exe,C:\Windows\System32\netsh.exe,2022-12-16 오후 11:03:06
netsh.exe,C:\Windows\System32\netsh.exe,2022-12-16 오후 11:03:05
V3TNoti.exe,C:\PROGRAM FILES\AhnLab\V3Lite40\V3TNoti.exe,2022-12-16 오후 11:03:05
ASDCli.exe,C:\PROGRAM FILES\AhnLab\V3Lite40\ASDCli.exe,2022-12-16 오후 11:03:04
ASDCli.exe,C:\PROGRAM FILES\AhnLab\V3Lite40\ASDCli.exe,2022-12-16 오후 11:03:04
Teams.exe,C:\PROGRAM FILES (X86)\TEAMS INSTALLER\Teams.exe,2022-12-16 오후 11:03:03
V3LITE4EXP.EXE,C:\PROGRAM FILES\AhnLab\V3Lite40\V3LITE4EXP.EXE,2022-12-16 오후 11:03:01
Cortana.exe,C:\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.549981C3F5F10_4.2204.13303.0_X64__8WEKYB3D8BBWE\Cortana.exe,2022-12-16 오후 11:02:58
JandiApp.exe,C:\Users\User\AppData\Local\JandiApp\APP-1.5.6\JandiApp.exe,2022-12-16 오후 11:02:58
JandiApp.exe,C:\Users\User\AppData\Local\JandiApp\APP-1.5.6\JandiApp.exe,2022-12-16 오후 11:02:57
JandiApp.exe,C:\Users\User\AppData\Local\JandiApp\APP-1.5.6\JandiApp.exe,2022-12-16 오후 11:02:57
JandiApp.exe,C:\Users\User\AppData\Local\JandiApp\APP-1.5.6\JandiApp.exe,2022-12-16 오후 11:02:57
JandiApp.exe,C:\Users\User\AppData\Local\JandiApp\APP-1.5.6\JandiApp.exe,2022-12-16 오후 11:02:57
reg.exe,C:\Windows\System32\reg.exe,2022-12-16 오후 11:02:57
WIN32BRIDGE.SERVER.EXE,C:\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.549981C3F5F10_4.2204.13303.0_X64__8WEKYB3D8BBWE\WIN32BRIDGE.SERVER.EXE,2022-12-16 오후 11:02:56
Update.exe,C:\Users\User\AppData\Local\JandiApp\Update.exe,2022-12-16 오후 11:02:55
chrome.exe,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,2022-12-16 오후 11:02:54
BACKGROUNDTASKHOST.EXE,C:\Windows\System32\BACKGROUNDTASKHOST.EXE,2022-12-16 오후 11:02:54
ASDWsc.exe,C:\PROGRAM FILES\AhnLab\V3Lite40\ASDWsc.exe,2022-12-16 오후 11:02:53
IDENTITY_HELPER.EXE,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\108.0.1462.46\IDENTITY_HELPER.EXE,2022-12-16 오후 11:02:52
msedge.exe,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\msedge.exe,2022-12-16 오후 11:02:50
Teams.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,2022-12-16 오후 11:02:48
DKDOCKHOST.EXE,C:\Users\User\AppData\Roaming\DESKTOPCAL\DKDOCKHOST.EXE,2022-12-16 오후 11:02:48
dkupdate.exe,C:\Users\User\AppData\Roaming\DESKTOPCAL\dkupdate.exe,2022-12-16 오후 11:02:47
DESKTOPCAL.EXE,C:\Users\User\AppData\Roaming\DESKTOPCAL\DESKTOPCAL.EXE,2022-12-16 오후 11:02:47
Teams.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,2022-12-16 오후 11:02:47
Teams.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,2022-12-16 오후 11:02:46
Teams.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,2022-12-16 오후 11:02:45
OP.GG.EXE,C:\Users\User\AppData\Local\Programs\OP.GG\OP.GG.EXE,2022-12-16 오후 11:02:43
Update.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\Update.exe,2022-12-16 오후 11:02:41
